"","mouse_id","month","treatment","clade_volume","ln2volume"
"396","#970","m1","UV",22595.0282,14.46371774
"397","#022","m1","UV",22684.96554,14.46944885
"398","#022","m1","UV",22754.14812,14.47384195
"399","#022","m1","UV",22774.90289,14.47515728
"400","#970","m1","UV",22781.82114,14.47559546
"401","#022","m1","UV",22802.57592,14.47690919
"402","#006","m1","UV",22823.33069,14.47822172
"403","#003","m1","UV",22837.1672,14.47909608
"404","#970","m1","UV",22851.00372,14.47996992
"405","#003","m1","UV",22871.75849,14.48127967
"406","#022","m1","UV",22878.67675,14.48171599
"407","#970","m1","UV",22899.43152,14.48302416
"408","#006","m1","UV",22913.26803,14.48389562
"409","#003","m1","UV",22927.10455,14.48476655
"410","#970","m1","UV",22934.0228,14.48520182
"411","#022","m1","UV",23023.96015,14.49084838
"412","#022","m1","UV",23155.40704,14.4990615
"413","#003","m1","UV",23189.99832,14.5012151
"414","#022","m1","UV",23307.6087,14.50851337
"415","#003","m1","UV",23362.95475,14.51193513
"416","#003","m1","UV",23362.95475,14.51193513
"417","#003","m1","UV",23397.54604,14.51406961
"418","#003","m1","UV",23522.07467,14.52172769
"419","#006","m1","UV",23660.43982,14.53018927
"420","#970","m1","UV",23674.27633,14.53103271
"421","#003","m1","UV",23715.78587,14.53356006
"422","#022","m1","UV",23812.64148,14.53944004
"423","#022","m1","UV",23985.59791,14.54988078
"424","#006","m1","UV",24054.78048,14.55403601
"425","#022","m1","UV",24096.29002,14.55652342
"426","#003","m1","UV",24110.12654,14.5573516
"427","#006","m1","UV",24123.96305,14.55817931
"428","#003","m1","UV",24158.55434,14.56024651
"429","#022","m1","UV",24158.55434,14.56024651
"430","#006","m1","UV",24186.22737,14.56189813
"431","#970","m1","UV",24290.00123,14.56807494
"432","#970","m1","UV",24400.69334,14.57463452
"433","#003","m1","UV",24414.52986,14.57545238
"434","#970","m1","UV",24449.12114,14.57749499
"435","#970","m1","UV",24456.0394,14.57790316
"436","#006","m1","UV",24511.38546,14.58116441
"437","#006","m1","UV",24594.40455,14.58604251
"438","#003","m1","UV",24656.66886,14.58969028
"439","#006","m1","UV",24670.50538,14.59049965
"440","#970","m1","UV",24781.19749,14.59695828
"441","#970","m1","UV",24815.78878,14.59897069
"442","#970","m1","UV",24815.78878,14.59897069
"443","#022","m1","UV",24843.46181,14.6005786
"444","#003","m1","UV",24919.56264,14.60499113
"445","#970","m1","UV",24995.66347,14.6093902
"446","#970","m1","UV",25064.84604,14.61337775
"447","#006","m1","UV",25113.27384,14.61616249
"448","#006","m1","UV",25182.45641,14.6201314
"449","#970","m1","UV",25182.45641,14.6201314
"450","#006","m1","UV",25272.39376,14.6252747
"451","#003","m1","UV",25313.9033,14.62764236
"452","#022","m1","UV",25369.24936,14.63079321
"453","#003","m1","UV",25390.00413,14.63197301
"454","#003","m1","UV",25611.38836,14.64449784
"455","#970","m1","UV",25611.38836,14.64449784
"456","#022","m1","UV",25687.48919,14.64877826
"457","#006","m1","UV",25694.40745,14.64916676
"458","#022","m1","UV",25763.59002,14.65304602
"459","#006","m1","UV",25805.09957,14.65536858
"460","#022","m1","UV",25860.44562,14.65845952
"461","#006","m1","UV",25874.28214,14.65923122
"462","#003","m1","UV",25895.03691,14.66038799
"463","#003","m1","UV",25998.81077,14.66615801
"464","#970","m1","UV",26074.9116,14.67037474
"465","#003","m1","UV",26199.44023,14.67724837
"466","#003","m1","UV",26303.21409,14.68295148
"467","#022","m1","UV",26317.0506,14.68371019
"468","#970","m1","UV",26406.98795,14.68863213
"469","#006","m1","UV",26649.12695,14.70180065
"470","#970","m1","UV",26752.90081,14.70740771
